330, 210
330, 250
330, 280
330, 290
330, 300
330, 310
330, 350
330, 400
330, 410
330, 430
340, 50
340, 60
340, 170
340, 180
340, 190
340, 200
340, 210
340, 230
340, 290
340, 300
340, 350
340, 450
340, 460
350, 60
350, 140
350, 150
350, 160
350, 170
350, 180
350, 200
350, 210
350, 220
350, 230
350, 240
350, 260
350, 270
350, 280
350, 300
350, 350
350, 410
350, 450
350, 470
360, 60
360, 100
360, 110
360, 120
360, 130
360, 140
360, 160
360, 170
360, 180
360, 190
360, 200
360, 220
360, 230
360, 240
360, 250
360, 270
360, 280
360, 300
360, 350
360, 410
360, 480
370, 70
370, 90
370, 100
370, 110
370, 120
370, 130
370, 140
370, 160
370, 170
370, 200
370, 210
370, 230
370, 240
370, 250
370, 260
370, 270
370, 350
370, 410
370, 490
380, 70
380, 90
380, 100
380, 110
380, 120
380, 130
380, 140
380, 150
380, 190
380, 210
380, 220
380, 250
380, 260
380, 270
380, 280
380, 410
380, 490
380, 500
390, 90
390, 100
390, 120
390, 130
390, 200
390, 210
390, 230
390, 260
390, 270
390, 280
390, 490
390, 500
400, 80
400, 90
400, 100
400, 110
400, 120
400, 130
400, 230
400, 240
400, 250
400, 260
400, 270
400, 280
400, 450
400, 510
410, 90
410, 100
410, 120
410, 130
410, 140
410, 150
410, 160
410, 170
410, 180
410, 230
410, 250
410, 270
410, 280
410, 410
410, 500
420, 80
420, 90
420, 100
420, 110
420, 120
420, 130
420, 200
420, 230
420, 240
420, 250
420, 260
420, 270
420, 280
420, 300
420, 500
430, 80
430, 90
430, 100
430, 120
430, 130
430, 140
430, 200
430, 220
430, 230
430, 260
430, 270
430, 280
430, 300
430, 410
430, 490
440, 70
440, 90
440, 100
440, 110
440, 120
440, 130
440, 140
440, 150
440, 160
440, 170
440, 180
440, 190
440, 210
440, 220
440, 230
440, 240
440, 250
440, 260
440, 270
440, 300
440, 410
450, 70
450, 100
450, 110
450, 120
450, 130
450, 140
450, 150
450, 160
450, 170
450, 180
450, 190
450, 200
450, 210
450, 220
450, 230
450, 240
450, 250
450, 260
450, 270
450, 280
450, 300
450, 350
450, 410
450, 470
450, 480
460, 60
460, 70
460, 110
460, 120
460, 130
460, 140
460, 150
460, 160
460, 170
460, 180
460, 190
460, 200
460, 210
460, 220
460, 230
460, 240
460, 250
460, 260
460, 270
460, 280
460, 300
460, 350
460, 450
460, 460
470, 60
470, 130
470, 150
470, 160
470, 170
470, 180
470, 190
470, 200
470, 210
470, 220
470, 260
470, 280
470, 290
470, 300
470, 350
470, 430
470, 440
480, 60
480, 140
480, 150
480, 170
480, 180
480, 190
480, 200
480, 210
480, 220
480, 240
480, 250
480, 280
480, 310
480, 320
480, 390
480, 400
480, 410
490, 60
490, 130
490, 140
490, 170
490, 190
490, 200
490, 210
490, 220
490, 230
490, 250
490, 260
490, 330
490, 340
500, 60
500, 110
500, 130
500, 200
500, 210
500, 250
500, 260
500, 290
500, 300
500, 310
510, 100
510, 120
510, 180
510, 220
510, 230
510, 260
510, 270
510, 300
510, 340
520, 100
520, 110
520, 180
520, 220
520, 250
520, 260
520, 270
520, 280
520, 290
520, 310
520, 370
520, 440
530, 80
530, 100
530, 180
530, 210
530, 220
530, 240
530, 260
530, 280
530, 300
530, 320
530, 370
530, 450
540, 90
540, 180
540, 210
540, 260
540, 270
540, 280
540, 300
540, 340
540, 360
540, 370
540, 380
540, 450
540, 460
550, 70
550, 80
550, 180
550, 200
550, 230
550, 250
550, 280
550, 310
550, 330
550, 370
550, 380
550, 390
550, 400
550, 410
550, 440
550, 460
550, 470
560, 60
560, 70
560, 170
560, 200
560, 210
560, 230
560, 250
560, 290
560, 320
560, 470
560, 490
570, 60
570, 170
570, 200
570, 210
570, 330
570, 340
570, 470
570, 480
570, 490
580, 50
580, 170
580, 240
580, 260
580, 340
590, 30
590, 40
590, 50
590, 170
590, 190
590, 220
590, 240
590, 280
590, 300
590, 340
590, 350
600, 20
600, 30
600, 40
600, 160
600, 180
600, 240
600, 270
600, 290
600, 300
600, 350
600, 360
610, 160
610, 170
610, 230
610, 260
610, 270
610, 350
610, 360
620, 160
620, 170
620, 250
620, 350
620, 360
630, 170
630, 230
630, 240
630, 250
630, 270
630, 280
640, 150
640, 170
640, 200
640, 210
640, 220
640, 290
650, 150
650, 170
650, 190
650, 220
650, 260
650, 280
650, 300
660, 150
660, 160
660, 180
660, 220
660, 260
660, 280
660, 300
670, 140
670, 160
670, 180
670, 270
680, 140
680, 160
680, 170
680, 180
680, 270
690, 140
690, 160
690, 180
690, 230
690, 270
700, 140
700, 160
700, 190
700, 240
710, 170
710, 190
710, 200
710, 260
720, 150
720, 180
720, 190
730, 150
730, 190
730, 250
740, 150
740, 190
740, 240
750, 140
750, 150
750, 190
760, 140
760, 150
760, 200
760, 230
770, 140
770, 150
770, 200
770, 220
780, 150
790, 150
800, 160
800, 190
810, 170
810, 180
